shape,bulk_frac,reps,branches,n_levels_mean,n_levels_sd,r_statistic_mean_mean,r_statistic_mean_sd,unfold_mean_spacing_mean,unfold_mean_spacing_sd,unfold_frac_nonpositive_mean,unfold_frac_nonpositive_sd,unfold_n_levels_mean,unfold_n_levels_sd,nn_KS_GOE_mean,nn_KS_GOE_sd,nn_KS_Poisson_mean,nn_KS_Poisson_sd,brody_beta_mean,brody_beta_sd,delta3_L5_mean,delta3_L5_sd,delta3_L10_mean,delta3_L10_sd,delta3_L50_mean,delta3_L50_sd,sigma2_L5_mean,sigma2_L5_sd,sigma2_L10_mean,sigma2_L10_sd,sigma2_L20_mean,sigma2_L20_sd
4096x4096,0.6,20,{'cheb': 20},2458.0,0.0,0.531330565251589,0.0061297558896420915,1.0000132514799982,0.0004733956101432392,0.0,0.0,2458.0,0.0,0.015023311852591115,0.0032632579846967823,0.21360934697454112,0.005509445513869644,0.9574210866248706,0.04003827125009332,0.1738349734856604,0.0032824891761068626,0.23698550118513104,0.005841777267970257,0.39276770361738544,0.012306964100948748,0.7780282880800004,0.027693059141054948,0.9047249707062484,0.03745533744093325,1.047760792752473,0.046261747633889835
4096x4096,0.7,20,{'cheb': 20},2868.0,0.0,0.5318587364973345,0.0069831976256454,0.9998470708994075,0.00043691733045086913,0.0,0.0,2868.0,0.0,0.014379006265715838,0.0036650494528323472,0.21336332478174236,0.006066354664934655,0.9617613706920981,0.04275524345097826,0.1736428356560423,0.003123203489845947,0.2361882740280369,0.0042444448743890004,0.3898174657458452,0.010545268760119459,0.7711137698525002,0.02601472078466644,0.9004277558912491,0.03321545595641633,1.0417891852037684,0.040939601883030134
4096x4096,0.8,20,{'cheb': 20},3278.0,0.0,0.5313434874888446,0.006767765545201653,0.9999339483746255,0.0002582756439155439,0.0,0.0,3278.0,0.0,0.01356744145578046,0.004460470198144212,0.21263703584344845,0.005612535906178303,0.9602852118146487,0.039464554994678776,0.1734689476464796,0.0028146057895859387,0.23569783337425348,0.004561690259668206,0.3895784381863155,0.009066382116716749,0.7687049305875007,0.023527854309578544,0.8978219906174992,0.032083846575203766,1.0390585108487442,0.03802491671526179
4096x4096,1.0,20,{'cheb': 20},4096.0,0.0,0.5309134964693741,0.005492226620939233,1.0009855717169729,0.00034634796389006227,0.0,0.0,4096.0,0.0,0.012233807156780307,0.003268727509225183,0.21268716878159388,0.00494047563882561,0.9591726803806875,0.032968300994391436,0.17320270292170392,0.0028168702454151153,0.23617056885107032,0.0053571438030013616,0.38842438004406976,0.012058795099288974,0.7747935819674998,0.022048534009826794,0.911718865105,0.030383626575324965,1.0687858285825058,0.039925487604297136
